"domain";"phylum";"class";"order";"family";"genus";"species"
"OTU_37957";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";NA;NA
"OTU_37975";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"16-39-46";"16-39-46";"16-39-46";NA
"OTU_37979";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Rhodoblastus";NA
"OTU_3798";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_37980";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_37982";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_37985";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_37987";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_37989";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_3799";"Bacteria";"Deinococcota";"Deinococci";"Deinococcales";"Deinococcaceae";"Deinococcus";NA
"OTU_37990";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_37991";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_37992";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_37993";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_37994";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Nevskiales";"Nevskiaceae";"Hydrocarboniphaga";NA
"OTU_37998";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_380";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"MS024-2A";NA
"OTU_3807";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"UBA9655";"UBA9655";"UBA9655";NA
"OTU_381";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"OTU_3811";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_3813";"Bacteria";"Myxococcota";"Polyangia";"Palsa-1104";"Fen-1088";"Fen-1137";NA
"OTU_3816";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Obscuribacterales";"Obscuribacteraceae";NA;NA
"OTU_3817";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_38175";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_38176";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_38177";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_38178";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_3818";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_38186";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Jatrophihabitantaceae";NA;NA
"OTU_38193";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Gastranaerophilales";"UBA9579";"UBA9971";NA
"OTU_38195";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Obscuribacterales";"Obscuribacteraceae";NA;NA
"OTU_38196";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Vermiphilaceae";"Vermiphilus";NA
"OTU_38197";"Bacteria";"Desulfobacterota";"Syntrophobacteria";"Syntrophobacterales";"Syntrophobacteraceae";"SbD1";NA
"OTU_38198";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";NA;NA
"OTU_3820";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";NA;NA
"OTU_38200";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"2-02-FULL-39-32";"2-02-FULL-39-32";"2-02-FULL-39-32";NA
"OTU_38204";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";"UBA4720";NA
"OTU_38206";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"RPRB01";NA
"OTU_38208";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Palsa-1150";NA
"OTU_38209";"Bacteria";"Nitrospirota";"Nitrospiria";"2-01-FULL-66-17";"2-01-FULL-66-17";"2-01-FULL-66-17";NA
"OTU_38210";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_38212";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";NA;NA
"OTU_38213";"Bacteria";"Omnitrophota";"Koll11";"UBA6215";"UBA6215";"2-02-FULL-50-19";NA
"OTU_38221";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";NA;NA
"OTU_38223";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";"C7867-002";NA
"OTU_38224";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";"PALSA-1337";NA
"OTU_38225";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA1539";"UBA1550";NA
"OTU_38228";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"UBA10212";NA;NA
"OTU_38229";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_38230";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"Pirellulaceae";"Pirellula_B";NA
"OTU_38238";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_38239";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_3824";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"UBA1930";NA
"OTU_38240";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_38242";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_38243";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium";NA
"OTU_3825";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_38251";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_38252";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_38255";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_38256";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_38259";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_383";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_3830";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_3834";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Cellvibrionaceae";"Cellvibrio";NA
"OTU_3839";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Porticoccaceae";"HTCC2207";NA
"OTU_3842";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA9973";"UBA9973";NA
"OTU_3845";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_38455";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_38459";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";NA;NA
"OTU_38460";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_38461";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_38462";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_38463";"Bacteria";"Armatimonadota";"BOG-944";"Capsulimonadales";"Capsulimonadaceae";"Capsulimonas";NA
"OTU_38466";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Mucinivorans";NA
"OTU_38467";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"UBA932";"Bact-08";NA
"OTU_38468";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Chitinophaga";NA
"OTU_3847";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";NA;NA
"OTU_38471";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";NA;NA
"OTU_38472";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Obscuribacterales";"Obscuribacteraceae";NA;NA
"OTU_38476";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"OTU_38485";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_38487";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";NA;NA
"OTU_38488";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"UBA4665";NA;NA
"OTU_38490";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"UBA969";NA
"OTU_38491";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_38492";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_38502";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_38503";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidocella";NA
"OTU_38505";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";NA;NA
"OTU_38506";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium";NA
"OTU_3851";"Bacteria";"Bacteroidota";"Bacteroidia";"NS11-12g";"UBA9320";"UBA9320";NA
"OTU_38512";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_38513";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";NA;NA
"OTU_38514";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";NA;NA
"OTU_3859";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";"Palsa-1478";NA
"OTU_3860";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Methylomirabilales";"2-02-FULL-66-22";"2-02-FULL-66-22";NA
"OTU_3863";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Anaeromyxobacteraceae";"Anaeromyxobacter";NA
"OTU_3867";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"Gemmata";NA
"OTU_387";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";NA
"OTU_38706";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_38707";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";"Bog-209";NA
"OTU_38708";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_3871";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Psychromonadaceae";"Psychromonas";NA
"OTU_38710";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";NA;NA
"OTU_38711";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Microbacteriaceae";NA;NA
"OTU_38713";"Bacteria";"Actinobacteriota";"Actinomycetia";"Streptosporangiales";"Streptosporangiaceae";NA;NA
"OTU_38714";"Bacteria";"Actinobacteriota";"Actinomycetia";"Streptosporangiales";"Streptosporangiaceae";"Bog-532";NA
"OTU_38715";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_38716";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA10030";"Fen-1298";NA
"OTU_38722";"Bacteria";"Deinococcota";"Deinococci";"Deinococcales";"Deinococcaceae";"Deinococcus";NA
"OTU_38724";"Bacteria";"Desulfobacterota";"Syntrophia";"Syntrophales";"Smithellaceae";"FEN-1160";NA
"OTU_38726";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";NA;NA
"OTU_38729";"Bacteria";"Omnitrophota";"Koll11";"CG1-02-43-210";"CG1-02-43-210";"CG1-02-43-210";NA
"OTU_38731";"Bacteria";"Omnitrophota";"Koll11";"UBA6215";"UBA6215";"2-02-FULL-50-19";NA
"OTU_38739";"Bacteria";"Patescibacteria";"Saccharimonadia";"UBA4664";"UBA4664";"UBA4664";NA
"OTU_38741";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"PALSA-1347";NA
"OTU_38748";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_38749";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_38750";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales_A";"BOG-932";"BOG-932";NA
"OTU_38752";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhodomicrobiaceae";NA;NA
"OTU_38754";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Magnetospirillaceae";NA;NA
"OTU_38756";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_38757";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_38758";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_38772";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_3879";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_388";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Nitrincolaceae";"ASP10-02a";NA
"OTU_3883";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_3885";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"40CM-4-68-19";"40CM-4-68-19";NA
"OTU_3889";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_3892";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359_A";"2-02-FULL-44-35";NA
"OTU_3895";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";NA
"OTU_38956";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_38957";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_38959";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";NA;NA
"OTU_3896";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_38960";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_38966";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";NA;NA
"OTU_38973";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_38975";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Taibaiella_A";NA
"OTU_38976";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Lutibacter";NA
"OTU_3898";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";NA;NA
"OTU_38980";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Sulfurimonadaceae";"Sulfurimonas";NA
"OTU_38982";"Bacteria";"Chloroflexota";"Anaerolineae";"Anaerolineales";"UBA6092";"UBA6092";NA
"OTU_38983";"Bacteria";"Chloroflexota";"Dehalococcoidia";"Dehalococcoidales";"Dehalococcoidaceae";"SURF-27";NA
"OTU_38989";"Bacteria";"Desulfobacterota";"Syntrophobacteria";"Syntrophobacterales";"Syntrophobacteraceae";NA;NA
"OTU_38990";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";NA;NA
"OTU_38992";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"40CM-4-68-19";"40CM-4-68-19";NA
"OTU_38993";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_390";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_3900";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Microcystaceae";"Snowella";NA
"OTU_39001";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_39002";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_39003";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"UBA1547";NA
"OTU_39004";"Bacteria";"Patescibacteria";"UBA1384";"UBA12157";"UBA12157";"GWE1-39-12";NA
"OTU_39012";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_39015";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";NA;NA
"OTU_39018";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Magnetospirillaceae";NA;NA
"OTU_39019";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";NA;NA
"OTU_39020";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_39021";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_39022";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_39028";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Pasteurellaceae";NA;NA
"OTU_39029";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_3903";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"VAZQ01";NA
"OTU_39030";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_39031";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_39034";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_39038";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_39041";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_3907";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"UBA7541";NA
"OTU_391";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_3910";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"SM23-39";"PALSA-1448";NA
"OTU_3915";"Bacteria";"Acidobacteriota";"Aminicenantia";"Aminicenantales";"UBA4085";"FEN-413";NA
"OTU_3919";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_39231";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_39232";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_39238";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Microbacteriaceae";NA;NA
"OTU_39239";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";NA;NA
"OTU_39241";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";NA;NA
"OTU_39242";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";NA;NA
"OTU_39243";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter_A";NA
"OTU_39245";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA;NA
"OTU_39247";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_39249";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_3925";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_39252";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Vermiphilaceae";"GWF2-30-66";NA
"OTU_39260";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_39261";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";NA;NA
"OTU_39268";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA5272";"UBA11704";NA
"OTU_39279";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_39283";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_39284";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_39285";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_39286";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"UBA1301";"UBA1301";"UBA6038";NA
"OTU_39297";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_39298";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_393";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";NA;NA
"OTU_39300";"Bacteria";"Spirochaetota";"Spirochaetia";"Treponematales";"UBA8932";NA;NA
"OTU_39307";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_39309";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"Chthoniobacter";NA
"OTU_3931";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";"Granulicella_A";NA
"OTU_39316";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_3933";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_3935";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_3939";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";NA;NA
"OTU_3940";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";"Nitrospirillum";NA
"OTU_3944";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";"OLB17";NA
"OTU_39488";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Microbacteriaceae";NA;NA
"OTU_39489";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Jatrophihabitantaceae";NA;NA
"OTU_39494";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";NA;NA
"OTU_39495";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Crocinitomicaceae";NA;NA
"OTU_39496";"Bacteria";"Bacteroidota";"Ignavibacteria";"SJA-28";"B-1AR";NA;NA
"OTU_39498";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"SZUA-254";"VBOC01";NA
"OTU_39499";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA10030";"Fen-1298";NA
"OTU_39501";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_39503";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_39504";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_3951";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Magnetospirillaceae";NA;NA
"OTU_39510";"Bacteria";"Desulfobacterota_B";"Binatia";"UTPRO1";"DP-6";NA;NA
"OTU_39512";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";NA;NA
