;seq_name;dr_match_name;replicate;dna_type;seq_depth;plate.id;year;season;sampling.date;lat;long;sample.type.year;site.name;sample.name;series;campaign;julian.day;sample.type;Season;LibrarySize
SPR10-s2-D;SPR10-s2-D;SPR10;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.22601;-63.91127;Soil;LI-01;SPR10;L;1;168;Soil;Spring;10324
SPR13D;SPR13D;SPR13;1;DNA;Shallow;1;2015;Summer;2015-08-02;51.36792;-63.87695;Soil;PR-01A;SPR13;PR;2;167;Soil;Summer;16551
SPR16D;SPR16D;SPR16;1;DNA;Shallow;1;2015;Summer;2015-08-03;51.30365;-63.86974;Soil;PR-03A;SPR16;PR;2;215;Soil;Summer;14427
SPR18D;SPR18D;SPR18;1;DNA;Shallow;1;2015;Summer;2015-08-04;51.30387;-63.85239;Soil;PR-02A;SPR18;PR;2;216;Soil;Summer;33052
SPR20D;SPR20D;SPR20;1;DNA;Shallow;1;2015;Summer;2015-08-05;51.20218;-63.92313;Soil;PR-05B;SPR20;PR;2;217;Soil;Summer;21793
SPR21D;SPR21D;SPR21;1;DNA;Shallow;1;2015;Summer;2015-08-06;51.21072;-63.92059;Soil;PR-04B;SPR21;PR;2;218;Soil;Summer;17755
SPR23D;SPR23D;SPR23;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.1863;-63.9319;Soil;PR-06A;SPR23;PR;2;219;Soil;Summer;9799
ST21D;ST21D;ST21;1;DNA;Shallow;1;2015;Summer;2015-08-08;51.45175;-63.80902;Stream;TR-222.52;ST21;TR;2;220;Stream;Summer;20591
ST27D;ST27D;ST27;1;DNA;Shallow;1;2015;Summer;2015-08-09;50.91058;-63.24684;Stream;TR-121.10;ST27;TR;2;221;Stream;Summer;16536
SW24D;SW24D;SW24;1;DNA;Shallow;5;2016;Spring;2016-06-10;51.21285;-63.92264;Soilwater;NA;SW24;NA;1;162;Soilwater;Spring;50249
SW24R;SW24R;SW24;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.21285;-63.92264;Soilwater;NA;SW24;NA;1;162;Soilwater;Spring;45746
SW26D;SW26D;SW26;1;DNA;Shallow;5;2016;Spring;2016-06-11;51.36657;-63.87721;Soilwater;NA;SW26;NA;1;163;Soilwater;Spring;27158
SW26R;SW26R;SW26;1;cDNA;Shallow;6;2016;Spring;2016-06-11;51.36657;-63.87721;Soilwater;NA;SW26;NA;1;163;Soilwater;Spring;18231
SW27D;SW27D;SW27;1;DNA;Shallow;6;2016;Spring;2016-06-11;51.36616;-63.87573;Soilwater;NA;SW27;NA;1;163;Soilwater;Spring;36740
SW27R;SW27R;SW27;1;cDNA;Shallow;6;2016;Spring;2016-06-11;51.36616;-63.87573;Soilwater;NA;SW27;NA;1;163;Soilwater;Spring;11691
SW28D;SW28D;SW28;1;DNA;Shallow;6;2016;Spring;2016-06-12;51.20215;-63.92329;Soilwater;NA;SW28;NA;1;164;Soilwater;Spring;35488
SW28R;SW28R;SW28;1;cDNA;Shallow;6;2016;Spring;2016-06-12;51.20215;-63.92329;Soilwater;NA;SW28;NA;1;164;Soilwater;Spring;62500
SW30D;SW30D;SW30;1;DNA;Shallow;6;2016;Spring;2016-06-12;51.18623;-63.93188;Soilwater;NA;SW30;NA;1;164;Soilwater;Spring;46869
SW30R;SW30R;SW30;1;cDNA;Shallow;6;2016;Spring;2016-06-12;51.18623;-63.93188;Soilwater;NA;SW30;NA;1;164;Soilwater;Spring;38251
SW31D;SW31D;SW31;1;DNA;Shallow;6;2016;Spring;2016-06-15;51.30344;-63.86294;Soilwater;NA;SW31;NA;1;167;Soilwater;Spring;23459
SW31R;SW31R;SW31;1;cDNA;Shallow;7;2016;Spring;2016-06-15;51.30344;-63.86294;Soilwater;NA;SW31;NA;1;167;Soilwater;Spring;53040
SW33D;SW33D;SW33;1;DNA;Shallow;5;2016;Summer;2016-08-04;51.36618;-63.87583;Soilwater;NA;SW33;NA;2;217;Soilwater;Summer;34838
SW33R;SW33R;SW33;1;cDNA;Shallow;7;2016;Summer;2016-08-04;51.36618;-63.87583;Soilwater;NA;SW33;NA;2;217;Soilwater;Summer;35975
SW34D;SW34D;SW34;1;DNA;Shallow;5;2016;Summer;2016-08-04;51.36654;-63.87719;Soilwater;NA;SW34;NA;2;217;Soilwater;Summer;19527
SW34R;SW34R;SW34;1;cDNA;Shallow;7;2016;Summer;2016-08-04;51.36654;-63.87719;Soilwater;NA;SW34;NA;2;217;Soilwater;Summer;37794
SW35D;SW35D;SW35;1;DNA;Shallow;5;2016;Summer;2016-08-05;51.21284;-63.92261;Soilwater;NA;SW35;NA;2;218;Soilwater;Summer;33759
SW35R;SW35R;SW35;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.21284;-63.92261;Soilwater;NA;SW35;NA;2;218;Soilwater;Summer;43396
SW36D;SW36D;SW36;1;DNA;Shallow;5;2016;Summer;2016-08-05;51.2095;-63.92092;Soilwater;NA;SW36;NA;2;218;Soilwater;Summer;34402
SW36R;SW36R;SW36;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.2095;-63.92092;Soilwater;NA;SW36;NA;2;218;Soilwater;Summer;30359
SW37D;SW37D;SW37;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.20212;-63.9233;Soilwater;NA;SW37;NA;2;220;Soilwater;Summer;23718
SW39D;SW39D;SW39;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.18631;-63.93174;Soilwater;NA;SW39;NA;2;220;Soilwater;Summer;20504
SW40D;SW40D;SW40;1;DNA;Shallow;5;2016;Summer;2016-08-09;51.303572;-63.869197;Soilwater;NA;SW40;NA;2;222;Soilwater;Summer;37375
SW40R;SW40R;SW40;1;cDNA;Shallow;7;2016;Summer;2016-08-09;51.303572;-63.869197;Soilwater;NA;SW40;NA;2;222;Soilwater;Summer;24733
SW42D;SW42D;SW42;1;DNA;Shallow;5;2016;Summer;2016-08-10;51.30536;-63.8649;Soilwater;NA;SW42;NA;2;223;Soilwater;Summer;43346
SW42R;SW42R;SW42;1;cDNA;Shallow;7;2016;Summer;2016-08-10;51.30536;-63.8649;Soilwater;NA;SW42;NA;2;223;Soilwater;Summer;37126
SW43D;SW43D;SW43;1;DNA;Shallow;5;2016;Summer;2016-08-10;51.30408;-63.85194;Soilwater;NA;SW43;NA;2;223;Soilwater;Summer;37235
SW43R;SW43R;SW43;1;cDNA;Shallow;7;2016;Summer;2016-08-10;51.30408;-63.85194;Soilwater;NA;SW43;NA;2;223;Soilwater;Summer;33429
SWL322D;SWL322D;SWL322;1;DNA;Shallow;1;2015;Summer;2015-08-04;50.21165;-63.91142;Soilwater;LI-02;SWL322;L;2;216;Soilwater;Summer;12193
SWL323D;SWL323D;SWL323;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18924;-63.90315;Soilwater;LPR-04;SWL323;L;2;219;Soilwater;Summer;17485
SWL325D;SWL325D;SWL325;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.17887;-63.92581;Soilwater;LPR-02;SWL325;L;2;219;Soilwater;Summer;22553
SWL326D;SWL326D;SWL326;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18167;-63.92587;Soilwater;LPR-01;SWL326;L;2;219;Soilwater;Summer;12980
SWL327D;SWL327D;SWL327;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18145;-63.92259;Soilwater;LPS-05;SWL327;L;2;219;Soilwater;Summer;28732
SWLR01-s2-D;SWLR01-s2-D;SWLR01;2;DNA;Shallow;1;2015;Spring;2015-06-09;50.55314;-63.21136;Downriver;LR-01    ;SWLR01    ;LR;1;160;River;Spring;12777
SWLR02-s2-D;SWLR02-s2-D;SWLR02;2;DNA;Shallow;1;2015;Spring;2015-06-09;50.43434;-63.25355;Downriver;LR-02    ;SWLR02    ;LR;1;160;River;Spring;11245
SWLR03-s2-D;SWLR03-s2-D;SWLR03;2;DNA;Shallow;1;2015;Spring;2015-06-09;50.43434;-63.25355;Downriver;LR-02    ;SWLR03    ;LR;1;160;River;Spring;12737
SWLR04-s2-D;SWLR04-s2-D;SWLR04;2;DNA;Shallow;1;2015;Spring;2015-06-15;50.3795;-63.26425;Downriver;LR-04    ;SWLR04    ;LR;1;166;River;Spring;12083
SWPR01-s2-D;SWPR01-s2-D;SWPR01;2;DNA;Shallow;1;2015;Spring;2015-06-07;51.368157;-63.876955;Soilwater;PR-01A;SWPR01    ;PR;1;158;Soilwater;Spring;17805
SWPR02-s2-D;SWPR02-s2-D;SWPR02;2;DNA;Shallow;1;2015;Spring;2015-06-08;51.21028;-63.92063;Soilwater;PR-01B;SWPR02.1    ;PR;1;159;Soilwater;Spring;7761
SWPR03-s2-D;SWPR03-s2-D;SWPR03;2;DNA;Shallow;1;2015;Spring;2015-06-13;51.20287;-63.92476;Soilwater;PR-05A;SWPR03    ;PR;1;164;Soilwater;Spring;9452
SWPR04-s2-D;SWPR04-s2-D;SWPR04;2;DNA;Shallow;1;2015;Spring;2015-06-13;51.1863;-63.9319;Soilwater;PR-06A;SWPR04    ;PR;1;164;Soilwater;Spring;16301
SWPR05-s2-D;SWPR05-s2-D;SWPR05;2;DNA;Shallow;1;2015;Spring;2015-06-14;51.303572;-63.869197;Soilwater;PR-03A;SWPR05;PR;1;165;Soilwater;Spring;14226
SWPR06-s2-D;SWPR06-s2-D;SWPR06;2;DNA;Shallow;1;2015;Spring;2015-06-16;51.30408;-63.85239;Soilwater;PR-02A;SWPR06    ;PR;1;167;Soilwater;Spring;13150
SWPR07-s2-D;SWPR07-s2-D;SWPR07;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.17814;-63.92364;Soilwater;LPR-02;SWPR07    ;L;1;168;Soilwater;Spring;25429
SWPR08-s2-D;SWPR08-s2-D;SWPR08;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18873;-63.90278;Soilwater;LPR-04;SWPR08    ;L;1;168;Soilwater;Spring;14515
SWPR09-s2-D;SWPR09-s2-D;SWPR09;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18144;-63.92325;Soilwater;LPR-05;SWPR09    ;L;1;168;Soilwater;Spring;15225
SWPR10-s2-D;SWPR10-s2-D;SWPR10;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.22601;-63.91127;Soilwater;LI-01;SWPR10    ;L;1;168;Soilwater;Spring;9919
SWPR13D;SWPR13D;SWPR13;1;DNA;Shallow;1;2015;Summer;2015-08-02;51.36792;-63.87695;Soilwater;PR-01A;SWPR13;PR;2;167;Soilwater;Summer;21257
SWPR16D;SWPR16D;SWPR16;1;DNA;Shallow;1;2015;Summer;2015-08-03;51.30365;-63.86974;Soilwater;PR-03A;SWPR16;PR;2;215;Soilwater;Summer;12542
SWPR18D;SWPR18D;SWPR18;1;DNA;Shallow;1;2015;Summer;2015-08-04;51.30387;-63.85239;Soilwater;PR-02A;SWPR18;PR;2;216;Soilwater;Summer;22023
SWPR20D;SWPR20D;SWPR20;1;DNA;Shallow;1;2015;Summer;2015-08-05;51.20218;-63.92313;Soilwater;PR-05B;SWPR20;PR;2;217;Soilwater;Summer;19566
SWPR21D;SWPR21D;SWPR21;1;DNA;Shallow;1;2015;Summer;2015-08-06;51.21072;-63.92059;Soilwater;PR-04B;SWPR21;PR;2;218;Soilwater;Summer;13075
SWPR23D;SWPR23D;SWPR23;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.1863;-63.9319;Soilwater;PR-06A;SWPR23;PR;2;219;Soilwater;Summer;21999
SWT21D;SWT21D;SWT21;1;DNA;Shallow;1;2015;Summer;2015-08-08;51.45175;-63.80902;Soilwater;TR-222.52;SWT21;TR;2;220;Soilwater;Summer;19735
SWT25D;SWT25D;SWT25;1;DNA;Shallow;1;2015;Summer;2015-08-08;51.61302;-63.67693;Soilwater;TR-244.64;SWT25;TR;2;220;Soilwater;Summer;28633
SWT27D;SWT27D;SWT27;1;DNA;Shallow;1;2015;Summer;2015-08-09;50.91058;-63.24684;Soilwater;TR-121.10;SWT27;TR;2;221;Soilwater;Summer;6234
SWT29D;SWT29D;SWT29;1;DNA;Shallow;1;2015;Summer;2015-08-10;51.33701;-63.61772;Soilwater;TR-198.10;SWT29;TR;2;222;Soilwater;Summer;17632
T27D;T27D;T27;1;DNA;Shallow;1;2015;Summer;2015-08-09;50.91047;-63.24681;Tributary;TR-121.10;T27;TR;2;221;Tributary;Summer;28934
T37D;T37D;T37;1;DNA;Shallow;1;2015;Summer;2015-08-13;50.37239;-63.26387;Tributary;TR-049.69;T37;TR;2;225;Tributary;Summer;16332
T38D;T38D;T38;1;DNA;Shallow;1;2015;Summer;2015-08-13;50.56943;-63.19675;Tributary;TR-075.58;T38;TR;2;225;Tributary;Summer;15114
T47D;T47D;T47;1;DNA;Shallow;6;2016;Spring;2016-06-14;50.3108;-63.66121;Tributary;NA;T47;TR;1;166;Tributary;Spring;107623
T47R;T47R;T47;1;cDNA;Shallow;7;2016;Spring;2016-06-14;50.3108;-63.66121;Tributary;NA;T47;TR;1;166;Tributary;Spring;17588
T48D;T48D;T48;1;DNA;Shallow;6;2016;Spring;2016-06-14;50.32102;-63.720285;Tributary;NA;T48;TR;1;166;Tributary;Spring;41689
T48R;T48R;T48;1;cDNA;Shallow;7;2016;Spring;2016-06-14;50.32102;-63.720285;Tributary;NA;T48;TR;1;166;Tributary;Spring;83557
THW1D;THW1D;THW1;1;DNA;Shallow;6;2016;Spring;NA;NA;NA;Unknown;NA;NA;NA;1;NA;NA;Spring;51447
TR49-t2-D;TR49-t2-D;TR49;2;DNA;Shallow;6;2016;Summer;2016-08-15;50.42857;-63.21352;Tributary;NA;T49_C2;TR;2;228;Tributary;Summer;28188
TR49D;TR49D;TR49;1;DNA;Shallow;5;2016;Summer;2016-08-15;50.42857;-63.21352;Tributary;NA;T49_C2;TR;2;228;Tributary;Summer;44294
TR49R;TR49R;TR49;1;cDNA;Shallow;7;2016;Summer;2016-08-15;50.42857;-63.21352;Tributary;NA;T49_C2;TR;2;228;Tributary;Summer;43733
TR56D;TR56D;TR56;1;DNA;Shallow;11;2017;Summer;2017-08-18;50.31016;-63.66162;Tributary;NA;T56;LR;2;230;Tributary;Summer;99350
TR56R;TR56R;TR56;1;cDNA;Shallow;12;2017;Summer;2017-08-18;50.31016;-63.66162;Tributary;NA;T56;LR;2;230;Tributary;Summer;90387
TR57D;TR57D;TR57;1;DNA;Shallow;11;2017;Autumn;2017-10-06;50.31023;-63.66136;Tributary;NA;T57;TR;3;279;Tributary;Autumn;76087
TR57R;TR57R;TR57;1;cDNA;Shallow;12;2017;Autumn;2017-10-06;50.31023;-63.66136;Tributary;NA;T57;TR;3;279;Tributary;Autumn;57698
WELL1-s2-D;WELL1-s2-D;WELL1;2;DNA;Shallow;1;2015;Spring;2015-06-18;50.58879;-63.18764;Wellwater;WELL-01;WELL1;LR;1;169;Wellwater;Spring;10403
WELL2-s2-D;WELL2-s2-D;WELL2;2;DNA;Shallow;1;2015;Spring;2015-06-18;50.62034;-63.1893;Wellwater;WELL-02;WELL2;LR;1;169;Wellwater;Spring;19720
WELL3-s2-D;WELL3-s2-D;WELL3;2;DNA;Shallow;1;2015;Spring;2015-06-18;50.37795;-63.26105;Wellwater;WELL-03;WELL3;LR;1;169;Wellwater;Spring;5437
WELL4-s2-D;WELL4-s2-D;WELL4;2;DNA;Shallow;1;2015;Spring;2015-06-18;50.38432;-63.25247;Wellwater;WELL-04;WELL4;LR;1;169;Wellwater;Spring;19981
